Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
428: Fuusa Sareta Shibuya de,PSP,2009,Adventure,Spike,0,0,0.04,0,,,,,"",""
Tony Hawk's Project 8,PS2,2006,Sports,Activision,0.72,0.03,0,0.12,69,17,7.3,19,Shaba Games,T
Beyond Good & Evil,PS2,2003,Adventure,Ubisoft,0.16,0.13,0,0.04,,,,,"",""
James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,72,27,7.9,48,EA Redwood Shores,T
Dragon Age: Origins,PS3,2009,Role-Playing,Electronic Arts,0.96,0.42,0.08,0.21,87,41,7.9,597,BioWare,M
Mario Party DS,DS,2007,Misc,Nintendo,4.4,1.85,1.98,0.68,72,27,7.8,85,Hudson Soft,E
Homie Rollerz,DS,2008,Racing,Destineer,0.07,0,0,0.01,23,9,2.4,12,Webfoot Technologies,E
SingStar Queen,PS2,2009,Misc,Sony Computer Entertainment,0.08,0.12,0,0.44,73,9,,,SCEE London Studio,T
Ratchet & Clank: Into the Nexus,PS3,2013,Shooter,Sony Computer Entertainment,0.3,0.25,0,0.1,,,,,"",""
Carnage Heart EXA,PSP,2010,Strategy,ArtDink,0,0,0.02,0,,,,,Artdink,E10+
Dynasty Warriors,PSP,2004,Action,Tecmo Koei,0.18,0,0.3,0.02,62,26,7.3,24,Koei,T
Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,GBA,2004,Adventure,Nintendo,0,0,0.11,0,,,,,"",""
X-Men: The Official Game,X360,2006,Action,Activision,0.16,0,0,0.01,52,57,6.1,20,"Z-Axis, Ltd.",T
Star Wars: The Force Unleashed,PSP,2008,Action,LucasArts,0.43,0.4,0,0.24,70,10,8.1,49,Krome Studios,T
MX vs. ATV Untamed,PSP,2007,Racing,THQ,0.35,0.18,0,0.12,59,12,,,Rainbow Studios,E
OkamiDen,DS,2010,Adventure,Capcom,0.21,0.06,0.13,0.02,82,48,7.9,53,Capcom,E10+
Bodycount,PS3,2011,Shooter,Codemasters,0.05,0.05,0,0.02,50,40,3.5,28,Guildford Studio,M
Final Fantasy XI: Ultimate Collection,X360,2009,Role-Playing,Square Enix,0.25,0,0,0.02,,,,,Square Enix,T
RR64: Ridge Racer 64,N64,1999,Racing,Nintendo,0.32,0.07,0,0,,,,,"",""
StarBlade α,PS,1995,Shooter,Sony Computer Entertainment,0,0,0.15,0.01,,,,,"",""
Jikkyou Powerful Pro Yakyuu 9,GC,2002,Sports,Konami Digital Entertainment,0,0,0.11,0,,,,,"",""
The Chronicles of Riddick: Escape from Butcher Bay,XB,,Shooter,Vivendi Games,0.32,0.11,0,0.02,89,84,8.9,85,Starbreeze,M
Treasure Hunter G,SNES,1996,Role-Playing,SquareSoft,0,0,0.2,0,,,,,"",""
WWE Road to WrestleMania X8,GBA,2002,Fighting,THQ,0.19,0.07,0,0,73,10,7.5,6,Natsume,E
Super Mario 64,DS,2004,Platform,Nintendo,5.01,3.07,1.25,0.97,,,,,"",""
Angry Birds Star Wars,3DS,2013,Strategy,Activision,0.15,0.15,0,0.03,,,3,8,Exient Entertainment,E
The King of Fighters Collection: The Orochi Saga,PSP,2008,Fighting,Ignition Entertainment,0.07,0,0,0,61,16,7,9,SNK Playmore,T
RLH: Run Like Hell,XB,2003,Shooter,Avalon Interactive,0.03,0.01,0,0,55,22,8,5,Digital Mayhem,M
Star Wars Episode III: Revenge of the Sith,XB,2005,Action,Activision,0.82,0.38,0,0.04,61,44,8.1,54,Double Helix Games,T
College Hoops 2K7,X360,2006,Sports,Take-Two Interactive,0.2,0,0,0.02,82,22,8.2,12,2K Sports,E
Winning Post 7 2012,PSP,2012,Sports,Ackkstudios,0,0,0.04,0,,,,,"",""
DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage,DS,2008,Adventure,Tecmo Koei,0,0,0.07,0,,,,,"",""
America's Next Top Model,Wii,2010,Action,Crave Entertainment,0.07,0,0,0,,,,,Neopica,E10+
Turn It Around,DS,2006,Action,505 Games,0.03,0,0,0,39,11,4.5,4,"Taito Corporation, 505 Games",E
Big League Sports,Wii,2008,Sports,Activision,0.09,0.01,0,0.01,,,1.4,10,Koolhaus Games,E
Earth Defense Force 2: Invaders from Planet Space,PSV,2014,Action,Xseed Games,0.02,0,0.04,0.01,72,20,8.5,22,Sandlot,T
Lego Batman 3: Beyond Gotham,PC,2014,Action,Warner Bros. Interactive Entertainment,0,0.06,0,0,,,6.8,21,TT Games,E10+
Destiny,PS3,2014,Shooter,Activision,0.68,0.56,0.12,0.25,,,4.5,445,Bungie,T
Tornado Outbreak,Wii,2009,Action,Konami Digital Entertainment,0.09,0,0,0.01,71,7,8.2,5,Loose Cannon Studios,E10+
Major League Baseball 2K6,XB,2006,Sports,Take-Two Interactive,0.24,0.07,0,0.01,71,21,5.7,12,Kush Games,E
San Goku Shi Taisen DS,DS,2007,Strategy,Sega,0,0,0.16,0,,,,,"",""
Skylanders: Spyro's Adventure,PC,2011,Action,Activision,0.05,0.03,0,0.01,,,3.5,15,Toys for Bob,E10+
Winning Post,SNES,1993,Sports,Tecmo Koei,0,0,0.53,0,,,,,"",""
Rock Band Country Track Pack 2,Wii,2011,Misc,MTV Games,0.08,0,0,0.01,,,,,Electronic Arts,E10+
"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 2: Shinseiki Evangelion - Shito, Futatabi",DS,2008,Misc,D3Publisher,0,0,0.08,0,,,,,"",""
Katekyoo Hitman Reborn! Battle Arena,PSP,2008,Fighting,Marvelous Interactive,0,0,0.04,0,,,,,"",""
Tetris,GB,1989,Puzzle,Nintendo,23.2,2.26,4.22,0.58,,,,,"",""
Skylanders: SuperChargers,PS3,2015,Action,Activision,0.16,0.15,0,0.06,,,4.2,6,Vicarious Visions,E10+
NBA Jam 2000,N64,1999,Sports,Acclaim Entertainment,0.12,0.01,0,0,,,,,"",""
Sleeping Dogs,X360,2012,Action,Square Enix,0.38,0.4,0.01,0.08,80,47,7.9,468,United Front Games,M
Xblaze: Lost Memories,PSV,2015,Adventure,Arc System Works,0.01,0,0,0,,,7,8,Arc System Works,M
Ford Racing 3,GBA,2005,Racing,Zoo Digital Publishing,0.04,0.02,0,0,,,,,Visual Impact,E
Madagascar,XB,2005,Platform,Activision,0.21,0.06,0,0.01,71,28,,,Toys for Bob,E10+
Lupin Sansei: Shijou Saidai no Zunousen,DS,2010,Adventure,Namco Bandai Games,0,0,0.07,0,,,,,"",""
X-Men Legends II: Rise of Apocalypse,PSP,2005,Role-Playing,Activision,0.25,0.01,0,0.02,84,30,8.2,43,Vicarious Visions,T
Imagine: Detective,DS,2009,Simulation,Ubisoft,0.14,0.01,0,0.06,,,,,Ubisoft Sao Paulo,E
The LEGO Movie Videogame,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.35,0.13,0,0.05,69,18,6.9,49,TT Games,E10+
The Incredible Hulk: Ultimate Destruction,PS2,2005,Action,Vivendi Games,0.26,0.2,0,0.07,83,41,8.7,38,Radical Entertainment,T
Treasure Chase,DS,2011,Puzzle,Storm City Games,0.02,0,0,0,,,,,"",""
Railfan,PS3,2006,Simulation,Ongakukan,0,0,0.01,0,,,,,"",""
The X-Factor,Wii,2010,Misc,Deep Silver,0,0.28,0,0.04,,,,,"",""
NBA 2K12,PS3,2011,Sports,Take-Two Interactive,1.62,0.26,0.05,0.18,90,38,6.7,127,Visual Concepts,E
Zumba Fitness,X360,2010,Sports,505 Games,1.74,0.45,0,0.18,42,10,5.5,16,"Pipeworks Software, Inc.",E
Shovel Knight,WiiU,2015,Platform,Yacht Club Games,0.05,0.04,0,0.01,88,24,8.3,280,Yacht Club Games,E
E0: Enemy Zero,SAT,1996,Adventure,Sega,0,0,0.41,0,,,,,"",""
The Guided Fate Paradox,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,0.06,0,74,27,7.8,66,Nippon Ichi Software,T
Animal Crossing: Wild World,DS,2005,Simulation,Nintendo,2.5,3.45,5.33,0.86,86,57,8.7,242,Nintendo,E
Penguin no Mondai: The World,DS,2010,Adventure,Konami Digital Entertainment,0,0,0.1,0,,,,,"",""
Metro: Last Light,PC,2013,Action,Deep Silver,0.06,0.11,0,0.02,82,71,8.6,2654,4A Games,M
NBA Live 16,PS4,2015,Sports,Electronic Arts,0.1,0.04,0,0.03,59,27,6.1,70,EA Sports,E
Guitar Freaks 3rdMIX & DrumMania 2ndMIX,PS2,2000,Simulation,Konami Digital Entertainment,0,0,0.06,0,,,,,"",""
Need for Speed: Most Wanted,PC,2005,Racing,Electronic Arts,0.02,0.23,0,0.04,82,19,8.5,525,Black Box,T
Warriors Orochi 3,PS3,2011,Action,Ubisoft Annecy,0,0.04,0.57,0.01,70,17,7.9,35,Omega Force,T
Borderlands: Double Game Add-On Pack,X360,2010,Shooter,Take-Two Interactive,0.1,0.02,0,0.01,,,,,Gearbox Software,M
Off-World Interceptor Extreme,PS,1995,Racing,Crystal Dynamics,0.09,0.06,0,0.01,,,,,"",""
Arctic Tale,Wii,2007,Adventure,Zoo Digital Publishing,0.04,0,0,0,,,,,Atomic Planet Entertainment,E
Summer Athletics: The Ultimate Challenge,PS2,2008,Sports,DTP Entertainment,0,0,0,0.18,,,,,49Games,E
Animaniacs Ten Pin Alley,PS,1998,Sports,ASC Games,0.36,0.25,0,0.04,,,,,"",""
Microsoft Flight Simulator,PC,1996,Simulation,Microsoft Game Studios,3.22,1.69,0,0.2,,,,,"",""
Dual Hearts,PS2,2002,Role-Playing,Sony Computer Entertainment,0.03,0.02,0,0.01,70,17,,,Matrix Software,E
Yoshi's New Island,3DS,2014,Platform,Nintendo,0.48,0.53,0.28,0.09,64,71,6.1,155,Arzest,E
Warriors: Legends of Troy,X360,2011,Action,Tecmo Koei,0,0.04,0.01,0.01,,,,,"",""
GoldenEye: Rogue Agent,GC,2004,Shooter,Electronic Arts,0.28,0.07,0,0.01,60,35,6.7,14,EA LA,T
NBA 2K17,PS3,2016,Sports,Take-Two Interactive,0.06,0.04,0,0.02,,,2,8,2K Games,E
The Amazing Spider-Man (Console Version),PS3,2012,Action,Activision,0.31,0.35,0,0.13,,,,,"",""
Need For Speed: High Stakes,PS,1999,Racing,Electronic Arts,1.58,0.64,0,0.09,86,14,8.5,28,EA Canada,E
Armored Core SL: Silent Line Portable,PSP,2009,Simulation,From Software,0,0,0.03,0,,,,,"",""
Tiger Woods PGA Tour 08,X360,2007,Sports,Electronic Arts,0.49,0.02,0,0.04,80,45,7.8,26,EA Salt Lake,E
Trinity Universe,PS3,2009,Role-Playing,Nippon Ichi Software,0.07,0.05,0.03,0.02,62,25,7.2,28,"Gust, Idea Factory",T
Shooter: Starfighter Sanvein,PS,2000,Shooter,Midas Interactive Entertainment,0.01,0.01,0,0,,,,,"",""
Petz: Horsez 2,PS2,2007,Simulation,Ubisoft,0.13,0.1,0,0.03,,,,,Ubisoft,E
NCAA Football 10,PS3,2009,Sports,Electronic Arts,0.75,0,0,0.06,80,20,6.9,14,EA Tiburon,E
NBA Live 2003,XB,,Sports,Electronic Arts,0.31,0.04,0,0.01,82,17,8.8,6,EA Canada,E
Rengoku: The Tower of Purgatory,PSP,2005,Action,Konami Digital Entertainment,0.1,0,0,0.01,43,30,5.6,22,Neverland,M
Etrian Odyssey Untold: The Millennium Girl,3DS,2013,Role-Playing,Atlus,0.1,0.01,0.14,0.01,80,41,8.2,89,Atlus,T
WWE 2K17,XOne,2016,Sports,Take-Two Interactive,0.12,0.12,0,0.02,68,12,5.5,27,Yuke's,T
3D Dot Game Heroes,PS3,2009,Role-Playing,SouthPeak Games,0.36,0.11,0.03,0.07,77,66,8,96,Silicon Studio,E10+
Dragon Quest Builders: Revive Alefgard,PS4,2016,Role-Playing,Square Enix,0.04,0.11,0.22,0.03,,,,,"",""
MediEvil: Resurrection,PSP,2005,Adventure,Sony Computer Entertainment,0.19,0.41,0,0.22,66,43,8.7,52,SCEE,T
LEGO The Hobbit,WiiU,2014,Action,Warner Bros. Interactive Entertainment,0.09,0.11,0,0.02,,,7.8,11,TT Games,E10+
Tom Clancy's Rainbow Six 3,GC,2004,Shooter,Ubisoft,0.04,0.01,0,0,68,25,8.2,5,Ubisoft Shanghai,M
Tour de France 2014,PS4,2014,Sports,Focus Home Interactive,0,0.03,0,0,53,9,5.1,22,Cyanide,E
Myst,PS,1995,Adventure,Psygnosis,0,0,0.07,0,,,,,"",""
Bakugan: Battle Brawlers,PS2,2009,Action,Activision,0.21,0.16,0,0.05,,,5.7,7,Now Production,E
NBA 09: The Inside,PS3,2008,Sports,Sony Computer Entertainment,0.14,0,0,0.01,63,17,5.1,7,SCEA San Diego Studios,E
Dead in the Water,PS,1999,Action,ASC Games,0.03,0.02,0,0,,,,,"",""
Go Diego Go!: Safari Rescue,PS2,2008,Action,Take-Two Interactive,0.02,0.02,0,0.01,,,,,"",""
Avatar: The Game,PC,2009,Action,Ubisoft,0,0.04,0,0.01,,,,,"",""
The Legend of Zelda: A Link to the Past,GBA,2002,Action,Nintendo,1.75,0.52,0.33,0.1,95,30,9.1,314,Capcom,E
Spider-Man: Friend or Foe,DS,2007,Action,Activision,0.43,0,0,0.04,55,12,,,Artificial Mind and Movement,E10+
Wreckless: ThE YaKuza MisSiOns,GC,2002,Racing,Activision,0.04,0.01,0,0,58,17,,,Stealth Studios,T
Nisekoi: Yomeiri!?,PSV,2014,Adventure,Konami Digital Entertainment,0,0,0.03,0,,,,,"",""
Resident Evil Chronicles HD,PS3,2012,Shooter,Capcom,0,0,0.09,0,,,,,"",""
Perfect Weapon,PS,1996,Action,American Softworks,0.13,0.09,0,0.02,,,,,"",""
Pirates vs Ninja Dodgeball,Wii,2009,Sports,SouthPeak Games,0.04,0,0,0,,,,,"",""
WWE All Stars,PS3,2011,Fighting,THQ,0.16,0.18,0,0.07,75,51,6.4,36,THQ,T
Half-Life 2,PC,2004,Shooter,Vivendi Games,2.28,0.02,0.08,0,96,81,9.1,8665,Valve Software,M
Brunswick Cosmic Bowling,Wii,2010,Sports,GameMill Entertainment,0.16,0,0,0.01,,,,,CokeM Interactive,E
Kamaitachi no Yoru 2,PS2,2002,Adventure,ChunSoft,0,0,0.36,0,,,,,"",""
NCAA March Madness 08,X360,2007,Sports,Electronic Arts,0.2,0,0,0.02,69,22,,,EA Canada,E
AKB1/149: Love Election,PS3,2013,Adventure,Namco Bandai Games,0,0,0.08,0,,,,,"",""
F-1 Grand Prix,SNES,1992,Racing,Video System,0,0,0.28,0,,,,,"",""
Mario Sports Mix,Wii,2010,Sports,Nintendo,0.88,0.44,0.63,0.12,64,54,7.1,34,Square Enix,E
Pitfall: The Big Adventure,Wii,2008,Adventure,Activision,0.19,0.02,0,0.02,,,6.3,6,Edge of Reality,E
Command & Conquer,N64,1999,Strategy,Nintendo,0.22,0.05,0,0,,,,,"",""
Samurai Warriors 4-II,PS4,2015,Action,Tecmo Koei,0.03,0.02,0.06,0.01,73,26,7.3,24,Omega Force,T
Famicom Mini: TwinBee,GBA,2004,Shooter,Konami Digital Entertainment,0,0,0.12,0,,,,,"",""
Epic Mickey 2: The Power of Two,WiiU,2012,Action,Disney Interactive Studios,0.13,0.07,0.01,0.02,57,14,5.6,46,Junction Point,E
Pro Yakyuu Team o Tsukurou! 2,PS2,2003,Sports,Sega,0,0,0.23,0,,,,,"",""
Let's Ride! Dreamer,GBA,2005,Adventure,DTP Entertainment,0.05,0.02,0,0,,,,,"",""
Metal Slug 3,XB,2004,Shooter,Ignition Entertainment,0.08,0.02,0,0,76,56,5.1,15,SNK,T
Exit DS,DS,2008,Puzzle,Square Enix,0.09,0,0.01,0.01,64,25,6.7,6,Moss,E
Racquet Sports,PS3,2010,Sports,Ubisoft,0.11,0.17,0,0.06,45,17,4.3,8,Asobo Studio,E
Funky Barn,3DS,2012,Simulation,Ubisoft,0.07,0.03,0,0.01,,,,,"",""
Tom Clancy's Splinter Cell: Blacklist,PC,2013,Action,Ubisoft,0.04,0.13,0,0.01,82,13,7.4,754,Ubisoft Toronto,M
Syphon Filter 3,PS,2001,Shooter,Sony Computer Entertainment,0.29,0.2,0,0.03,73,19,8.5,36,Sony Bend,M
Jikkyou Powerful Major League 2009,Wii,2009,Sports,Konami Digital Entertainment,0,0,0.04,0,,,,,"",""
Night at the Museum: Battle of the Smithsonian,Wii,2009,Action,Majesco Entertainment,0.17,0.13,0,0.03,54,8,,,"Pipeworks Software, Inc.",E10+
Harry Potter and the Goblet of Fire,PS2,2005,Action,Electronic Arts,0.54,0.02,0,0.09,68,29,6.7,48,Electronic Arts,E10+
Madden NFL 07,GBA,2006,Sports,Electronic Arts,0.02,0.01,0,0,68,4,9.3,4,Exient Entertainment,E
Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,2010,Action,Hudson Soft,0,0,0.05,0,,,,,"",""
Battlefield 4,X360,2013,Shooter,Electronic Arts,2.15,1.01,0.02,0.31,79,21,5.6,542,EA DICE,M
Castlevania Double Pack,GBA,2006,Platform,Konami Digital Entertainment,0.07,0.03,0,0,86,4,8.4,12,KCET,T
Minecraft,WiiU,2016,Misc,Microsoft Game Studios,0.28,0.17,0.18,0.04,,,,,"",""
The Fast and the Furious,PS2,2006,Racing,Namco Bandai Games,0.03,0.02,0,0.01,59,22,6.6,24,Eutechnyx,T
Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,DS,2007,Misc,Benesse,0,0,0.1,0,,,,,"",""
Bulletstorm,PS3,2011,Shooter,Electronic Arts,0.23,0.2,0.01,0.08,83,57,7.7,288,"Epic Games, People Can Fly",M
Spore Hero Arena,DS,2009,Simulation,Electronic Arts,0.18,0,0,0.01,49,11,2.6,8,Full Fat,E
Rollcage,PS,1999,Racing,Psygnosis,0.12,0.08,0,0.01,,,,,"",""
Pitfall: The Lost Expedition,PS2,2004,Platform,Activision,0.1,0.08,0,0.03,70,34,8.9,12,Edge of Reality,E
.hack//Infection Part 1,PS2,2002,Role-Playing,Atari,0.49,0.38,0.26,0.13,75,35,8.5,60,CyberConnect2,T
Desire,SAT,1997,Adventure,Imadio,0,0,0.14,0,,,,,"",""
Action Force,2600,1982,Action,CPG Products,0.5,0.03,0,0.01,,,,,"",""
Friends: The One with All the Trivia,PS2,2005,Misc,Warner Bros. Interactive Entertainment,0.03,0.02,0,0.01,50,6,,,Artech Studios,T
Taiko no Tatsujin: Waku Waku Anime Matsuri,PS2,2003,Misc,Namco Bandai Games,0,0,0.2,0,,,,,"",""
Angry Birds Trilogy,3DS,2012,Action,Activision,0.38,0.2,0,0.05,62,7,4.6,20,Exient Entertainment,E
Dungeon Travelers 2: The Royal Library & The Monster Seal,PSP,2013,Role-Playing,Aqua Plus,0,0,0.08,0,,,,,"",""
Spider-Man 3,Wii,2007,Platform,Activision,0.42,0.02,0,0.04,53,39,5.3,29,Vicarious Visions,T
Let's Ride! Friends Forever,DS,2008,Adventure,THQ,0.07,0,0,0.01,,,,,"",""
Samurai Shodown Anthology,PSP,,Fighting,Ignition Entertainment,0.08,0,0,0.01,,,,,SNK Playmore,T
Disney's Treasure Planet,PS2,2002,Action,Sony Computer Entertainment,0.16,0.13,0,0.04,,,,,Bizarre Creations,E
ESPN NFL 2K5,XB,2004,Sports,Sega,1.54,0.02,0,0.07,92,42,9.1,93,Visual Concepts,E
The Lord of the Rings: The Third Age,PS2,2004,Role-Playing,Electronic Arts,0.49,0.02,0,0.08,73,35,8.2,60,EA Games,T
Alice in Wonderland,DS,2010,Adventure,Disney Interactive Studios,0.25,0.17,0,0.04,78,24,,,Etranges Libellules,E10+
Mortal Kombat: Deadly Alliance,PS2,2002,Fighting,Midway Games,1.81,0.52,0,0.15,79,31,8.8,96,Midway,M
Cars: Mater-National Championship,DS,2007,Racing,THQ,0.63,0,0,0.05,69,7,6.8,5,Rainbow Studios,E
Battleborn,XOne,2016,Shooter,Take-Two Interactive,0.1,0.04,0,0.01,71,20,7.2,171,Gearbox Software,T
SpongeBob's Atlantis SquarePantis,PS2,2007,Action,THQ,0.36,0.01,0,0.06,,,,,THQ,E
Tekken 6,PSP,2009,Fighting,Namco Bandai Games,0.15,0.03,0.1,0.03,82,39,8.2,68,"Namco Bandai Games America, Namco Bandai Games",T
Domino Rally,Wii,2007,Action,Nordcurrent,0.05,0,0,0,57,4,,,RED Entertainment,E
Ice Age 2: The Meltdown,Wii,2006,Platform,Vivendi Games,0.06,0.01,0,0.01,66,9,7.8,5,Vivendi Games,E10+
Dynasty Warriors Gundam,PS3,2007,Action,Tecmo Koei,0.14,0.01,0.31,0.02,60,29,6.9,16,"Koei, Omega Force",T
Call of Duty: Finest Hour,PS2,2004,Shooter,Activision,1.51,1.12,0.01,0.24,76,49,7.7,69,Spark Unlimited,T
Power Pro Success Legends,PSP,2010,Sports,Konami Digital Entertainment,0,0,0.06,0,,,,,"",""
Elminage II: Sousei no Megami to Unmei no Daichi,PSP,2009,Role-Playing,Starfish,0,0,0.02,0,,,,,"",""
Need for Speed: Shift,PC,2009,Racing,Electronic Arts,0,0.05,0,0.01,83,22,5.8,387,Slightly Mad Studios,E
Jambo! Safari Animal Rescue,Wii,2009,Simulation,Sega,0.07,0.01,0,0.01,,,,,"",""
Naruto Shippuden: Ultimate Ninja 5,PS2,2007,Fighting,Namco Bandai Games,0,0,0.17,0,,,,,"",""
Haikyu!! Cross Team Match!,3DS,2016,Adventure,Namco Bandai Games,0,0,0.04,0,,,,,"",""
Dream Dancer,DS,,Misc,N/A,0.01,0,0,0,,,,,"CyberPlanet Interactive Public Co., Ltd.",E
NBA Jam 99,N64,1998,Sports,Acclaim Entertainment,0.25,0.02,0,0,,,,,"",""
Super PickUps,PS2,2007,Racing,XS Games,0.01,0.01,0,0,,,,,Milestone,E
Radiant Silvergun,SAT,1998,Shooter,ESP,0,0,0.03,0,,,,,"",""
Hasbro Family Game Night Fun Pack,X360,2011,Misc,Electronic Arts,0.06,0,0,0,,,,,Electronic Arts,E
Mass Effect 2,PS3,2011,Role-Playing,Electronic Arts,0.78,0.45,0.03,0.19,94,62,8.5,1081,BioWare,M
Neopets Puzzle Adventure,DS,2008,Puzzle,Capcom,0.26,0,0,0.02,70,12,,,Infinite Interactive,E
Rhythm Heaven: The Best+,3DS,2015,Misc,Nintendo,0,0.03,0.72,0,,,,,"",""
Wii Party U,WiiU,2013,Misc,Nintendo,0.3,0.56,0.84,0.05,65,38,6.8,135,Nd Cube,E
Gallop Racer 2000,PS,2000,Sports,Tecmo Koei,0,0,0.11,0.01,,,,,"",""
Doraemon: Nobita no Kyouryuu 2006 DS,DS,2006,Role-Playing,Sega,0,0,0.05,0,,,,,"",""
Samurai Warriors 2,PS3,2013,Action,Tecmo Koei,0,0,0.03,0,,,,,"",""
Tecmo's Deception,PS,1996,Role-Playing,Sunsoft,0.04,0.03,0,0,,,,,"",""
Star Fox 64,N64,1997,Shooter,Nintendo,2.78,0.58,0.64,0.04,,,,,"",""
Dynasty Warriors 3,XB,2002,Action,THQ,0.06,0.02,0,0,70,11,8.9,20,Omega Force,T
"Horrid Henry: The Good, The Bad and The Bugly",3DS,2011,Platform,Asylum Entertainment,0,0.06,0,0.01,,,,,"",""
J-League Jikkyou Winning Eleven 3,PS,1997,Sports,Konami Digital Entertainment,0,0,0.18,0.01,,,,,"",""
Brain Dead 13,PS,1996,Adventure,Coconuts Japan,0.01,0.01,0,0,,,,,"",""
Shin Megami Tensei: Persona,PSP,2009,Role-Playing,Atlus,0.08,0,0.13,0.01,78,30,8,47,ITL,T
Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,Nintendo,0.94,0.53,0.62,0.18,68,24,8.2,27,"HAL Labs, Creatures Inc.",E
Alpha Protocol,PC,2010,Role-Playing,Sega,0,0.03,0,0.01,72,25,7.5,511,Obsidian Entertainment,M
Destiny Links,DS,2009,Role-Playing,Namco Bandai Games,0,0,0.01,0,,,,,"",""
Madden NFL 08,PS3,2007,Sports,Electronic Arts,0.89,0,0,0.08,81,31,5.3,33,EA Tiburon,E
Peppa Pig: Fun and Games,Wii,2010,Misc,Ubisoft,0,0.11,0,0.02,,,,,"",""
Middle-Earth: Shadow of Mordor,PC,2014,Action,Warner Bros. Interactive Entertainment,0.12,0.2,0,0.03,84,17,8,1671,Monolith Productions,M
Charlotte's Web,DS,2006,Action,Sega,0.08,0,0,0.01,60,4,,,Backbone Entertainment,E
Backyard Baseball '09,DS,2008,Sports,Atari,0.11,0,0,0.01,,,,,Humongous Entertainment,E
Harlem Globetrotters: World Tour,DS,2006,Sports,Zoo Digital Publishing,0.07,0,0,0.01,,,,,Full Fat,E
Lucky * Star: Ryouou Gakuen Outousai,PS2,2008,Adventure,Kadokawa Shoten,0,0,0.1,0,,,,,"",""
Jonny Moseley Mad Trix,PS2,2001,Sports,3DO,0.07,0.05,0,0.02,44,14,5.7,6,3DO,T
Watchmen: The End is Nigh - The Complete Experience,PS3,2009,Action,Warner Bros. Interactive Entertainment,0.08,0.06,0,0.02,,,,,"",""
Big League Sports: Summer,DS,2009,Sports,Activision,0.09,0,0,0.01,,,,,Koolhaus Games,E
Super Mario Strikers,GC,2005,Sports,Nintendo,0.98,0.38,0.2,0.04,76,39,8.7,55,Next Level Games,E
Prince of Persia,X360,2008,Action,Ubisoft,0.54,0.34,0.02,0.1,81,73,7,189,Ubisoft Montreal,T
Blade Dancer: Lineage of Light,PSP,2006,Role-Playing,Atari,0.05,0,0,0,60,33,6.9,16,Hit Maker,E10+
Rayman,PS,1995,Platform,Ubisoft,1.54,1.33,0,0.16,,,,,"",""
ESPN NBA 2Night 2002,PS2,2002,Sports,Konami Digital Entertainment,0.02,0.01,0,0,59,13,,,Konami,E
Dead or Alive Xtreme Beach Volleyball,XB,2003,Sports,Microsoft Game Studios,0.36,0.08,0.14,0.02,73,42,7.8,47,Team Ninja,M
Family Fortunes,DS,2009,Misc,Mindscape,0,0.04,0,0,,,,,"",""
Battlefield 4,PS3,2013,Shooter,Electronic Arts,1.3,1.42,0.27,0.5,80,14,5.8,579,EA DICE,M
The Incredibles: Rise of the Underminer,XB,2005,Action,THQ,0.06,0.02,0,0,63,12,,,Heavy Iron Studios,E10+
Winning Post World,PS3,2009,Sports,Tecmo Koei,0,0,0.05,0,,,,,"",""
Endless Ocean: Blue World,Wii,2009,Simulation,Nintendo,0.46,0.21,0.12,0.06,76,42,8.5,26,Arika,E10+
Gambler Densetsu Tetsuya,PS2,2001,Adventure,Athena,0,0,0.07,0,,,,,"",""
Fight Night Round 2,PS2,2005,Fighting,Electronic Arts,0.72,0.03,0,0.12,88,37,9,37,EA Sports,T
Super Dodgeball Brawlers (jp sales),DS,2008,Sports,Arc System Works,0,0,0.03,0,,,,,"",""
Shijyou Saikyou no Deshi Kenichi: Gekitou! Ragnarok Hachikengou,PS2,2007,Fighting,Capcom,0,0,0.01,0,,,,,"",""
Gundam Battle Online,DC,2001,Action,Namco Bandai Games,0,0,0.04,0,,,,,"",""
Allied General,PS,1996,Strategy,SSI,0.11,0.07,0,0.01,,,,,"",""
Rugby 08,PS2,2007,Sports,Electronic Arts,0.02,0.01,0,0,74,21,7.4,25,EA Canada,E
Far Cry Vengeance,Wii,2006,Shooter,Ubisoft,0.06,0.01,0,0.01,38,23,5.3,53,Ubisoft Montreal,M
Harvest Moon: Hero of Leaf Valley,PSP,2009,Simulation,Rising Star Games,0.07,0.02,0.05,0.01,74,6,7.9,12,Marvelous Entertainment,E
Just Dance 2015,Wii,2014,Misc,Ubisoft,0.99,0.85,0,0.17,,,8.4,5,Ubisoft,E10+
